var1,var2,var3,var4,var5,var6,Kmeans_cluster,EM_cluster
-1.902367108488857,0.9067193604764816,0.6724168572937722,-1.3343842507290078,1.2320693985874005,-1.720388054061897,3,0
-2.5571084788473617,-0.1337695056974852,1.3271582276522769,-1.1691848746828255,0.185522200070092,-0.03832932836249878,3,0
-3.831465998015985,1.969753916915861,0.6724168572937722,-0.6004693229716203,0.011097666983873933,0.13609520472371928,3,2
1.8482813651536296,0.437195125313503,0.02234874081024238,1.2458667725726793,-1.4707260616523432,0.7328740682324307,1,1
0.5739238459850059,0.9329387662945233,-0.6323926295482624,-0.029772068523433892,-1.4707260616523432,0.7328740682324307,1,0
0.5987978221270389,-0.40064227181385303,-1.2086002993613518,-0.24108725441825127,3.078492958844792,0.20151028070569033,2,4
-0.055943548231465634,-0.4967427666989558,-0.5538589290028471,0.21481967677162783,1.7412382051837865,-0.3677695471795741,2,4
0.8837319203900653,1.401744570077067,0.02234874081024238,1.4035831800226741,-1.4707260616523432,-0.5381489861317489,1,4
-0.6962920444592959,3.136257853043277,0.017675486935267437,0.5842856132193913,-2.202483603795619,0.8337933370685915,1,0
1.5777401410212777,2.0554253862222343,-1.2918072537817418,-1.030303279613038,-2.08620058173814,0.7175103150111128,1,0
-2.5178416285746543,1.255568426648918,0.6677436034187973,-1.4479665510673487,0.26774581232916705,-0.7513912139286887,3,0
-0.6321512180445553,0.1428138546171772,0.02234874081024238,0.7755180943627633,-0.12926745630394065,0.9072986013186488,1,2
0.677331522672454,0.47148039361723737,-1.287133999906767,1.3407592445378158,0.9754212532421073,-0.19739010822739908,0,4
-0.6321512180445553,-0.03161067846904089,0.02234874081024238,0.6010935612765453,0.04515707678227743,0.7328740682324307,1,2
0.33239822671900887,-1.1705846563188234,0.02234874081024238,0.8998182505403116,0.21958160986849562,0.5584495351462125,1,2
-0.08081752437349884,0.9329387662945233,0.02234874081024238,1.153100987351527,-1.4707260616523432,0.7328740682324307,1,1
-0.6321512180445553,-0.43860125567021646,0.02234874081024238,0.43067759525036203,0.452147653983453,0.32588349103125513,1,2
0.9086058965320984,-0.07195427911611679,-0.5538589290028471,-0.07467985545210254,2.438936337528659,0.8410669020218234,0,4
-1.2083588878576448,0.5199113104476821,-0.6417391372982122,-1.6316162411936028,-0.42995232001570505,-0.0536930815838165,3,0
0.9086058965320984,-0.057830084287082695,-1.7941544769243911,-1.5602410060647929,3.078492958844792,-1.100240280101125,2,4
-0.6321512180445553,-0.20603521155525903,0.02234874081024238,1.0575346579903064,0.21958160986849562,0.5584495351462125,1,2
-0.2438094430940806,1.0468586252589653,-0.6417391372982122,0.017596925831239618,-0.4880938310444446,0.004448429444922866,1,0
0.33239822671900887,-2.507839409979828,0.02234874081024238,-0.7528693180206831,1.5568363635295008,-0.7788052185147926,2,2
0.9086058965320984,-0.5169038401736559,-1.1740067029636192,0.20081227285454217,1.4505306500400899,-0.09242574525719499,0,4
1.9082805628440482,-0.43860125567021646,-2.518083040078361,-0.357904441999612,1.6830966941550471,0.32588349103125513,0,4
-0.692150415734974,0.6980095590865292,1.322484973777302,-0.8832595664161784,-1.655127903306629,-0.34440063672751325,3,3
-0.08081752437349884,1.1073632993807412,0.02234874081024238,-0.40735496151219763,-1.6451505947385612,0.9072986013186488,1,1
2.2966223377945227,0.2627705922272848,-1.9418753702652716,2.0965988879114272,0.21958160986849562,2.464984116692482,0,4
0.8837319203900653,-1.8339975203599612,1.2626442887317866,-0.11871414014282544,0.33166078023857715,-2.309808321580034,2,4
0.30752425057697574,1.474010275934841,-0.021591363337440272,0.12316209204951112,-2.120259991536544,-0.4994163224583705,1,0
1.8482813651536296,-1.5396162496636354,0.02234874081024238,-0.17893717632947703,0.5060853133247951,-1.2439373067447075,2,1
-3.1725829989331586,2.0114080700225294,1.322484973777302,-0.7709851114187344,-0.4880938310444446,0.004448429444922866,3,2
0.8837319203900653,-0.9618748549288707,1.2626442887317866,0.04368469176328843,-0.5404618851925134,-1.4376856561489433,2,4
-0.6321512180445553,-0.9037333439001313,0.02234874081024238,-0.7441783265045295,0.9172797422133678,-0.13924859719865967,2,2
0.33239822671900887,-1.1124431452900838,0.02234874081024238,0.563668742944064,0.16144009883975619,0.616591046174952,1,2
-0.6962920444592959,2.06587586549864,-0.6024722870255046,-0.5770519085562247,-1.9117760486519222,0.5277220287035771,3,0
1.2535391924855437,0.2530385443313143,-2.4834894436806287,-0.30922760230404145,3.078492958844792,-1.0848765268798073,0,4
1.8482813651536296,-0.4349275401175874,0.02234874081024238,-0.09940511520839546,-0.5986033962212528,-0.13924859719865967,1,1
-3.1725829989331586,0.09273820607413041,1.322484973777302,-2.1376475492921516,1.4305760329039545,-1.914221434503476,3,2
-3.1725829989331586,2.0695495810512687,1.322484973777302,-0.318552581765008,-0.5462353420731839,0.06258994047366222,3,2
0.8837319203900653,-1.1362993880150887,0.02234874081024238,-0.18816233336951282,-0.3660373521062954,-0.3718146413136171,2,1
-0.692150415734974,-0.8718112386894337,1.322484973777302,-3.635953420067102,-0.08530710553066623,-1.914221434503476,2,3
3.527571377966117,-0.5512105621750661,-3.1728244104368657,-0.2156881372658742,2.264511804442441,-0.25553161925613843,0,4
0.33239822671900887,-1.8101412776349561,0.02234874081024238,-1.0014696303757797,0.8591382311846285,-0.08110708616992032,2,2
1.8482813651536296,-1.1124431452900838,1.2626442887317866,0.06908380891566557,-1.3544430395948646,-0.6237045017465923,1,4
0.8837319203900653,1.5180275921345456,0.02234874081024238,1.9141572207051398,-1.5870090837098219,0.8491570902899094,1,1
1.8482813651536296,-3.17564442095403,1.2626442887317866,0.33840081396702,-0.5986033962212528,-0.10852109075602409,2,4
0.8837319203900653,-0.9037333439001313,0.02234874081024238,-0.2710291041545451,-0.5986033962212528,-0.13924859719865967,1,1
0.9871395970775136,-1.286867678376302,-1.2525404035090346,-0.23090356410292612,0.33586463192597427,1.062314287049506,1,4
-1.2083588878576448,0.04065502738873289,-0.6417391372982122,-0.7474678745824079,-0.6043768531019232,0.7562429786844913,3,0
6.003862332439979,0.41333888258849816,-3.857486123318128,1.5766148367306518,1.364103186093617,-1.4958271671776826,0,4
0.8837319203900653,-2.3572711196186154,0.02234874081024238,-1.6457086761480315,0.8549343794972313,-1.5927863729171436,2,1
0.8837319203900653,-0.6130257887564344,0.02234874081024238,0.25625306216414395,-0.8893109513649495,-0.4840525692370528,1,0
0.33239822671900887,-1.9845658107211743,0.02234874081024238,-0.46617032993702123,1.0335627642708465,-0.25553161925613843,2,2
3.812505476229143,-1.9845658107211743,-1.9418753702652716,-1.0970359597370005,-0.48232037416377405,1.0154914351080415,0,4
-0.6321512180445553,-0.5548842777276951,0.02234874081024238,0.1566781657428885,0.5684306760409317,0.20960046897377646,1,2
-0.9378176637252928,-1.2146019725185282,0.6724168572937722,-0.7334604706653223,0.30180522212757077,-0.15461235041997748,2,2
-1.557433812535412,1.4360298383808014,-0.016918109462465303,0.15788618866285475,0.35994673315631015,-0.8329016354094889,3,0
-0.2438094430940806,0.8142925811440078,-0.6417391372982122,-1.1612675629836868,-0.2555277869294871,-0.2281176146700346,1,0
2.503022735512134,0.437195125313503,-0.6323926295482624,1.7978741986476612,-1.4707260616523432,0.7328740682324307,0,4
-0.6321512180445553,1.401744570077067,0.02234874081024238,1.4035831800226741,0.04515707678227743,0.7328740682324307,1,2
1.2535391924855437,-0.08975218949778022,-1.8633416697198566,1.0949594763227877,1.334247627982611,0.6747325572036914,0,4
-0.9378176637252928,-0.6533693894035102,0.6724168572937722,-1.5128173508752605,1.1739278875586612,-1.0267350158510677,2,2
0.8837319203900653,0.878470970818413,0.02234874081024238,0.8014513770390226,-0.947452462393689,0.20960046897377646,1,1
2.8728300076076123,-1.8585721944654006,-1.2777874921568169,2.759487892605613,2.264511804442441,-1.4958271671776826,0,4
-0.6321512180445553,-0.05179320564141668,0.02234874081024238,0.5020528303791721,1.4986948525007613,-0.7206637074860531,2,2
2.1146809605616594,0.1428138546171772,-1.2086002993613518,1.2486673167127478,-0.41420155456696706,0.9072986013186488,0,4
-1.5967006628081195,0.9329387662945233,0.02234874081024238,-1.2915033281233923,0.04515707678227743,0.7328740682324307,3,2
-0.6321512180445553,1.401744570077067,0.02234874081024238,0.9304339576726898,0.04515707678227743,0.7328740682324307,1,2
0.9086058965320984,-0.8798771011751264,0.6864366189186972,2.273104946155558,1.159823094896393,-0.3911384576316349,0,4
-0.6321512180445553,0.7621879487609342,0.02234874081024238,0.21201913263155936,0.6847136980984104,0.09331744691629774,1,2
-1.5967006628081195,0.35152365600712976,0.02234874081024238,0.33511126588914136,0.6265721870696711,0.1514589579450371,3,2
0.33239822671900887,-3.147396031295961,0.02234874081024238,-1.3135677356118187,2.196392984845634,-1.4183618398309255,2,2
1.8048728861566001,0.8263663384353395,-0.6230461217983123,1.6227306465792868,-0.00721097736579146,0.5310355305601088,0,4
1.9082805628440482,-2.8207584761359286,-1.2777874921568169,1.6669645761118714,1.4505306500400899,1.8602000959530278,0,4
2.4596142565151045,2.3662940148406313,-2.518083040078361,0.6938593464976976,-0.23977702148074898,0.7328740682324307,0,4
0.8837319203900653,0.08467234358843775,1.2626442887317866,1.2479482977305916,-1.5870090837098219,-0.3911384576316349,1,4
-1.902367108488857,1.0670196987336655,0.6724168572937722,0.11046253347332266,0.4180882441850495,-0.2708953724774562,3,2
0.5780654747093277,-0.5609211563733609,0.6724168572937722,-0.7334604706653223,-1.2140779163070499,-0.7901238776020673,1,0
0.5739238459850059,3.0781163420145377,-1.2525404035090346,-0.10472152760932718,-1.5288675726810825,0.14014029885776247,1,0
0.33239822671900887,-0.8076113953173525,0.02234874081024238,0.37253608422162265,0.5102891650121923,-0.3677695471795741,1,0
0.8837319203900653,-1.3688654321300462,0.02234874081024238,-0.73616119238446,-0.133471307991338,-0.6043806854285745,2,1
-1.5967006628081195,0.35152365600712976,0.02234874081024238,-1.3997692160608015,0.6265721870696711,0.1514589579450371,3,2
-0.692150415734974,-0.8718112386894337,1.322484973777302,-4.109102642417087,-0.08530710553066623,-1.914221434503476,2,3
-2.208033554169595,-0.44463813431588206,1.322484973777302,-1.2373252225686158,-0.42995232001570505,-0.0536930815838165,3,2
-1.5967006628081195,0.7585142332083051,0.02234874081024238,-1.2293532500346183,0.21958160986849562,0.5584495351462125,3,2
-0.6321512180445553,-0.3223182336127377,0.02234874081024238,0.783535228482833,0.33586463192597427,0.4421665130887339,1,2
-0.6321512180445553,2.8253892244248804,-1.2179468071113018,0.27957065415860877,-0.07112594527520122,0.8184295838472738,1,4
1.8482813651536296,0.20462908119854548,0.02234874081024238,1.249875339632714,-1.2381600175373857,0.5003080241174732,1,1
-0.9378176637252928,-2.144866148978358,0.6724168572937722,-1.9002992583001441,1.2320693985874005,-1.720388054061897,2,0
0.5780654747093277,-0.7494698842886132,0.6724168572937722,-0.18947017871041005,-1.6792100045369647,0.31051973780993736,1,3
1.8482813651536296,-3.147396031295961,0.02234874081024238,-1.944433365411798,0.6805098464110131,-1.4183618398309255,2,1
-4.137132443696723,1.696844272153828,1.322484973777302,-2.4443893726759875,0.7910194115878214,-1.274664813187343,3,2
-0.6321512180445553,1.401744570077067,0.02234874081024238,2.665314439622633,0.04515707678227743,0.7328740682324307,1,2
-0.6321512180445553,1.227320036990849,0.02234874081024238,0.04628559106149499,0.21958160986849562,0.5584495351462125,1,2
0.5780654747093277,0.5094608311712767,0.6724168572937722,-0.2711289265754759,-1.5047854714507467,0.7716067319058092,1,4
0.5780654747093277,-0.9238944173748311,0.6724168572937722,-0.6004693229716203,-1.5047854714507467,0.13609520472371928,1,3
2.218088637249108,-0.821735590146387,-0.6230461217983123,0.7540823826843491,1.1016815838676535,-0.33299694660289547,0,4
-0.9378176637252928,-1.5053095276622248,0.6724168572937722,-1.7338918593339956,0.5925127772712675,-0.44531990556367423,2,2
-1.2476257381303524,1.3436030590483277,0.6378232608960395,0.793434242918953,-0.5121759322747802,0.6747325572036914,3,0
0.2889897477219794,3.499231114044748,-0.6230461217983123,3.1003198246579795,1.4505306500400899,-1.9528690671395115,1,4
1.8482813651536296,-0.7494698842886132,0.02234874081024238,0.3518193915253646,-1.0637354844511677,-0.30962803615083473,1,0
2.7301554806474564,-1.1645477776731572,-0.5837792715256045,2.4101046609092944,0.2012729655188299,-0.9685084737849854,0,4
-1.5967006628081195,-0.1337909593951613,0.02234874081024238,-1.3330764053881106,2.54524205101807,-1.7672109060033618,2,2
0.33239822671900887,-1.5194337224912593,0.02234874081024238,0.31439457319288333,0.5684306760409317,0.20960046897377646,2,2
0.33239822671900887,-1.8682827886636957,0.02234874081024238,-1.3750439563045087,0.9172797422133678,-0.13924859719865967,2,2
0.8837319203900653,-0.4967427666989558,0.02234874081024238,0.5302524916716174,-1.0055939734224282,0.2677419800025158,1,1
0.8837319203900653,-0.03161067846904089,0.02234874081024238,-0.26634667969842607,-1.4707260616523432,0.7328740682324307,1,1
0.8837319203900653,-0.03161067846904089,0.02234874081024238,1.0742427836265298,-1.4707260616523432,0.7328740682324307,1,1
2.4596142565151045,0.40525156640512927,-0.037491944235273245,2.7801594237157987,-0.23977702148074898,0.1588175539356126,0,4
-0.2872179220911102,2.5407185479268493,-1.287133999906767,1.1837166944839055,-0.12926745630394065,0.9072986013186488,1,4
-1.5967006628081195,1.7029026044971693,0.02234874081024238,1.0328093982340136,-0.07112594527520122,0.21364556310781946,3,0
-1.902367108488857,-0.1337695056974852,0.6724168572937722,-0.6171774486078436,0.185522200070092,-0.03832932836249878,3,2
3.1577641058706387,-0.9283080180055707,-1.287133999906767,1.3454416689939348,-1.4125845506236039,1.9457556115678711,0,4
0.33239822671900887,0.437195125313503,0.02234874081024238,0.06299371669771836,0.04515707678227743,0.7328740682324307,1,2
-1.5967006628081195,0.9329387662945233,0.02234874081024238,0.6799517650015428,0.04515707678227743,0.7328740682324307,3,2
1.887548215426337,-0.6913283732598738,-0.6370658834232374,-0.3679032788566629,-1.7373515155657042,1.0041727760207666,1,0
-0.692150415734974,-0.6772041784308396,1.322484973777302,-1.7064658778585653,-1.7132694143353684,-0.28625912569877393,2,3
-0.6321512180445553,1.576169103163285,0.02234874081024238,0.8682838795839158,-0.12926745630394065,0.9072986013186488,1,2
1.8482813651536296,-0.16805477400121965,-0.5977990331505296,-1.4217937540979566,-1.6451505947385612,0.891934848097331,1,4
0.26825740030426826,-0.9820573821012465,0.6378232608960395,-2.3208082354805954,0.29760137044017343,-1.650927883945883,2,0
-3.1725829989331586,2.0554253862222343,1.322484973777302,0.32100403955112494,-1.1857919633893168,1.3376580889718848,3,4
1.2328068450678324,-1.5775752335199986,0.017675486935267437,-0.44275291552162543,-1.5047854714507467,0.7716067319058092,1,3
-0.2438094430940806,0.7561510701152685,-0.6417391372982122,-0.5885434442124469,-0.19738627590074775,-0.28625912569877393,1,0
-1.902367108488857,-0.5609426100710369,0.6724168572937722,-3.01580564610633,2.0460505529897515,-1.2633461541000686,2,0
-1.5967006628081195,1.9011619266107165,0.02234874081024238,0.9384510917927593,0.5102891650121923,0.2677419800025158,3,2
-0.6321512180445553,1.1110370149333704,0.02234874081024238,1.0340174211539799,0.33586463192597427,0.4421665130887339,1,2
1.53847329074857,0.878470970818413,-0.6323926295482624,1.0380259882140148,-0.947452462393689,0.20960046897377646,1,0
-2.8669165532524215,1.9734276324684903,0.6724168572937722,-1.5248430520553646,0.4762297552137888,-0.32903688350619553,3,2
0.33239822671900887,-2.972971498209743,0.02234874081024238,-1.1391432025256008,2.021968451759416,-1.2439373067447075,2,2
-0.5928843677718476,0.834453654618708,-0.6370658834232374,-0.9106855478916087,0.6506542883000068,-0.5034614165924136,3,0
-0.6321512180445553,0.35519737155975883,0.02234874081024238,0.8301852038553501,1.0917042752995858,-0.31367313028487775,1,2
1.1501315157980954,2.48257703689811,-1.2086002993613518,0.8101423685551763,-0.3560600435382276,-0.42186596407427024,1,4
