var1,var2,var3,var4,var5,var6,var7,Kmeans_cluster,EM_cluster
-2.7129238474505635,1.2114585191199452,0.39056645104344956,0.9074946864638587,0.45296253949757104,0.6632838150593191,-0.27202285975323537,0,7
-2.2889172964900535,-0.6485235018676737,-0.4581468503063307,0.5705193255166162,-1.425839042352522,-0.028615002097495092,0.41603783494563273,0,2
-1.332146394756507,-0.14013970840025988,-2.46479104442959,0.6308901814992773,-1.2763698688619318,1.554196512045707,-0.36630947793629803,0,2
0.4567387184799531,0.6063353129449657,0.5224895371676864,-1.1027937035376842,0.4510848162423729,-1.6639507246200165,-0.10479339345146103,3,6
1.7546877709833506,0.13935607378484055,-1.4678971932167564,-1.3942426814942113,0.41552078349498595,0.9860574468949389,0.4646220682401977,1,1
1.3762410868469008,0.980291647148361,1.4243776539651574,1.380958850852518,-0.5836227519639526,0.5556764688392879,-0.7971622957174825,3,0
0.1871523335828318,-1.0994158616027423,-0.3855418140646285,0.7169592696093039,-0.766841635183899,0.07501363065665799,0.009691302870385415,1,2
-0.06998004313105938,0.8499923378393236,-0.6644643737514645,-1.1761979293450788,0.7667876908322013,-0.7806173918832477,-0.5218188459246252,3,3
-0.6509148312022044,1.5504947428791078,-1.7764479518539698,-1.2165924553485965,0.45370246521031743,-0.2188736803670512,-0.3581667998202999,3,3
-0.5912553756875764,2.4453848341501785,-0.6850391054006332,-1.3148643032186738,1.4984366299898102,-0.6494822967754263,1.440184846675074,3,3
-3.3083839360110265,0.9794063597345315,-0.10544594492000578,0.8139890163429068,0.5860988357534155,0.35820608417742333,-0.2841747962220522,0,0
0.6337124238659169,-1.1326521420426028,-0.9589102035089677,0.5968252421474951,-0.3306513451924487,-0.33546941362799115,0.3597533594660978,1,2
1.560149807529038,0.08501251526933631,0.09050721127808724,1.0855196688094513,1.7823415042436626,0.6131744808151789,-1.0625908377564346,3,0
0.5880083228838727,-1.0967432129243477,-0.8037962884577535,0.6215176290288319,-0.34856626376670163,-0.17796499069569643,0.3167136603307273,1,2
0.4335063602192504,-1.9347285894768254,0.1808072528485093,0.6409607648396871,0.01589982863655916,-0.680424753658223,0.07045421399839417,1,2
0.8386655579607195,-0.9026158685103731,-1.5701932699938992,-1.2858925557479262,-0.7514517783873813,0.5374838076190462,-0.8554772188199361,1,1
0.49143694375395713,-1.2236958480650828,-0.4695054969076041,0.6947594874942524,-0.38443805142334775,0.2017749608552082,-0.01886768986077643,1,2
0.3938189542353204,0.803643490869537,1.6964211410091277,1.191426842285554,-0.7208054300975297,-0.9895790232867929,0.030719466200652534,3,0
-2.7522381749538147,-0.8868641750889881,-1.0287368931815577,0.4277642154881697,0.9002100592437855,0.7462768051381112,0.5259698214639693,0,4
-1.1582182528807716,0.3740830337029437,1.3015067886165697,0.9349230457169919,2.2266396177123444,0.646123950049779,-0.24063738070999321,0,0
0.5691616169992185,-1.622807980917194,-0.7223935118136973,0.6878801201118603,-0.35066867829665926,0.012151782571400033,-0.3534070669174583,1,2
